Neurons,Layers,Training time,Prediction time,By image,Loss,Acc
5,5,6.33,0.23,0.0,0.09,0.11
5,6,6.51,0.21,0.0,0.08,0.16
5,7,6.57,0.22,0.0,0.08,0.2
10,5,6.56,0.2,0.0,0.06,0.5
10,6,6.5,0.24,0.0,0.06,0.53
10,7,6.85,0.23,0.0,0.07,0.33
15,5,6.42,0.21,0.0,0.05,0.59
15,6,6.85,0.22,0.0,0.06,0.47
15,7,6.82,0.23,0.0,0.06,0.52
