,kept/ffnn2048_,kept/ffnn2500_,kept/ffnn3000_,kept/ffnn3500_,kept/ffnn4000_,kept/ffnn4500_,kept/ffnn5000_,kept/ffnn5500_
"Total Inf , Inf / Img","(129.84, 0.013)","(138.22, 0.0138)","(124.81, 0.0125)","(113.04, 0.0113)","(151.16, 0.0151)","(98.36, 0.0098)","(122.14, 0.0122)","(144.21, 0.0144)"
