,ffnn1024_10.h5,ffnn1024_2.h5,ffnn1024_3.h5,ffnn1024_4.h5,ffnn1024_6.h5,ffnn1024_8.h5,ffnn10_10.h5,ffnn10_2.h5,ffnn10_3.h5,ffnn10_4.h5,ffnn10_6.h5,ffnn10_8.h5,ffnn128_10.h5,ffnn128_2.h5,ffnn128_3.h5,ffnn128_4.h5,ffnn128_6.h5,ffnn128_8.h5,ffnn1500_10.h5,ffnn1500_2.h5,ffnn1500_3.h5,ffnn1500_4.h5,ffnn1500_6.h5,ffnn1500_8.h5,ffnn2048_10.h5,ffnn2048_2.h5,ffnn2048_3.h5,ffnn2048_4.h5,ffnn2048_6.h5,ffnn2048_8.h5,ffnn2500_10.h5,ffnn2500_2.h5,ffnn2500_3.h5,ffnn2500_4.h5,ffnn2500_6.h5,ffnn2500_8.h5,ffnn256_10.h5,ffnn256_2.h5,ffnn256_3.h5,ffnn256_4.h5,ffnn256_6.h5,ffnn256_8.h5,ffnn3000_10.h5,ffnn3000_2.h5,ffnn3000_3.h5,ffnn3000_4.h5,ffnn3000_6.h5,ffnn3000_8.h5,ffnn3500_10.h5,ffnn3500_2.h5,ffnn3500_3.h5,ffnn3500_4.h5,ffnn3500_6.h5,ffnn3500_8.h5,ffnn4000_10.h5,ffnn4000_2.h5,ffnn4000_3.h5,ffnn4000_4.h5,ffnn4000_6.h5,ffnn4000_8.h5,ffnn4500_10.h5,ffnn4500_2.h5,ffnn4500_3.h5,ffnn4500_4.h5,ffnn4500_6.h5,ffnn4500_8.h5,ffnn5000_10.h5,ffnn5000_2.h5,ffnn5000_3.h5,ffnn5000_4.h5,ffnn5000_6.h5,ffnn5000_8.h5,ffnn50_10.h5,ffnn50_2.h5,ffnn50_3.h5,ffnn50_4.h5,ffnn50_6.h5,ffnn50_8.h5,ffnn512_10.h5,ffnn512_2.h5,ffnn512_3.h5,ffnn512_4.h5,ffnn512_6.h5,ffnn512_8.h5,ffnn5500_10.h5,ffnn5500_2.h5,ffnn5500_3.h5,ffnn5500_4.h5,ffnn5500_6.h5,ffnn5500_8.h5,ffnn5_10.h5,ffnn5_2.h5,ffnn5_3.h5,ffnn5_4.h5,ffnn5_6.h5,ffnn5_8.h5,ffnn6000_10.h5,ffnn6000_2.h5,ffnn6000_3.h5,ffnn6000_4.h5,ffnn6000_6.h5,ffnn6000_8.h5,ffnn6500_10.h5,ffnn6500_2.h5,ffnn6500_3.h5,ffnn6500_4.h5,ffnn6500_6.h5,ffnn6500_8.h5,ffnn7000_10.h5,ffnn7000_2.h5,ffnn7000_3.h5,ffnn7000_4.h5,ffnn7000_6.h5,ffnn7000_8.h5,ffnn7500_2.h5,ffnn7500_3.h5,ffnn7500_4.h5,ffnn7500_6.h5,ffnn7500_8.h5
0,7.92,1.01,1.3,1.7,2.22,2.9,1.38,0.63,0.69,0.91,0.94,1.12,1.41,0.67,0.76,0.9,0.98,1.16,7.01,1.24,1.84,2.58,3.72,5.11,11.77,1.76,2.84,4.02,6.06,8.43,16.61,2.37,3.94,5.57,8.54,12.08,1.42,0.62,0.7,0.86,0.95,1.08,26.46,3.18,5.65,7.97,14.05,19.83,35.62,4.09,8.0,11.45,19.44,27.17,47.76,5.45,10.64,15.24,25.62,36.55,61.19,6.93,13.59,19.29,33.29,46.33,74.13,8.56,16.27,23.86,41.43,57.08,1.37,0.51,0.6,0.82,0.89,1.07,1.86,0.65,0.8,1.02,1.19,1.45,89.85,10.2,19.81,29.86,50.23,70.96,1.38,0.52,0.59,0.79,0.84,1.04,108.89,11.94,24.43,35.27,60.5,83.4,125.52,14.32,28.14,41.35,69.99,96.51,149.8,16.0,32.65,47.84,82.84,112.55,19.28,38.53,56.81,96.24,131.57
