,kept/ffnn2048_,kept/ffnn2500_,kept/ffnn3000_,kept/ffnn3500_,kept/ffnn4000_,kept/ffnn4500_,kept/ffnn5000_,kept/ffnn5500_
"Total Inf , Inf / Img","(92.48, 0.0092)","(93.87, 0.0094)","(82.38, 0.0082)","(79.18, 0.0079)","(98.49, 0.0098)","(62.88, 0.0063)","(75.38, 0.0075)","(94.05, 0.0094)"
