,kept/ffnn2048_,kept/ffnn2500_,kept/ffnn3000_,kept/ffnn3500_,kept/ffnn4000_,kept/ffnn4500_,kept/ffnn5000_,kept/ffnn5500_
"Total Inf , Inf / Img","(162.92, 0.0163)","(159.63, 0.016)","(137.09, 0.0137)","(127.9, 0.0128)","(161.01, 0.0161)","(113.53, 0.0114)","(136.3, 0.0136)","(163.16, 0.0163)"
